X,Y,
1,20,
1,19,
1,19,
1,20,
1,20,
2,21,
2,21,
2,20,
2,20,
1,20,
0,21,
0,20,
0,20,
1,20,
2,19,
1,20,
1,20,
0,21,
0,20,
0,20,
1,19,
2,18,
3,18,
2,19,
3,18,
2,19,
3,18,
3,18,
3,17,
4,16,
4,16,
3,17,
2,18,
3,19,
4,20,
4,20,
3,19,
2,19,
1,19,
2,20,
3,19,
2,20,
2,21,
2,21,
2,20,
1,19,
2,20,
1,19,
0,20,
0,20,
0,20,
0,20,
1,19,
2,19,
2,20,
3,21,
4,21,
4,21,
3,21,
4,21,
4,21,
4,21,
5,20,
4,20,
4,20,
4,20,
5,20,
6,21,
7,20,
7,19,
7,19,
7,19,
7,19,
7,19,
7,19,
7,20,
7,20,
6,21,
7,22,
7,22,
7,22,
7,22,
7,22,
6,23,
,,
0,0,
1,1,
1,2,
1,2,
2,3,
2,3,
3,3,
4,3,
4,3,
3,3,
2,2,
2,1,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
2,2,
3,3,
4,3,
4,3,
4,3,
4,3,
4,3,
4,2,
5,1,
5,1,
5,0,
5,0,
5,0,
5,0,
5,0,
4,0,
3,1,
3,1,
2,1,
1,2,
0,3,
0,3,
0,4,
0,5,
0,6,
0,6,
0,6,
1,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
2,15,
2,15,
2,16,
1,17,
1,18,
1,19,
2,20,
3,21,
4,22,
5,23,
6,23,
,,
0,0,
0,0,
0,0,
1,0,
2,0,
3,1,
3,1,
3,1,
3,1,
2,2,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
2,15,
2,16,
1,17,
1,18,
2,19,
2,19,
3,19,
3,19,
4,18,
5,17,
6,16,
7,15,
7,15,
7,15,
7,15,
7,14,
6,13,
5,13,
4,14,
4,15,
4,15,
4,16,
4,17,
4,18,
4,18,
5,19,
6,20,
6,20,
6,20,
6,20,
6,20,
5,20,
4,21,
4,22,
5,23,
6,23,
,,
0,0,
0,0,
1,0,
2,1,
2,2,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
2,15,
2,16,
1,17,
1,18,
2,19,
2,20,
2,20,
2,21,
2,21,
2,22,
2,23,
2,23,
2,23,
2,23,
2,23,
2,23,
2,23,
2,23,
3,23,
3,23,
4,23,
5,23,
6,23,
,,
0,0,
1,0,
2,1,
2,2,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
2,15,
2,16,
1,17,
1,18,
2,19,
2,20,
2,20,
2,21,
2,21,
2,22,
2,23,
2,23,
2,22,
3,21,
4,21,
4,21,
4,21,
4,21,
3,21,
2,22,
2,23,
2,23,
2,23,
2,23,
3,23,
3,23,
4,23,
5,23,
6,23,
