X,Y,
,,
5,0,
5,0,
5,0,
5,0,
4,0,
4,0,
4,0,
4,0,
5,0,
5,0,
5,0,
5,0,
5,0,
4,0,
5,0,
5,0,
5,0,
5,0,
5,1,
6,2,
6,3,
7,2,
7,2,
6,3,
6,3,
6,3,
6,3,
6,3,
6,3,
6,3,
7,4,
7,5,
7,5,
7,6,
7,6,
7,7,
6,6,
7,6,
7,7,
7,7,
6,7,
5,7,
5,7,
5,7,
6,7,
5,8,
6,9,
6,9,
6,9,
6,10,
5,11,
3,11,
,,
5,0,
5,0,
5,0,
5,1,
6,2,
6,3,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
5,0,
5,0,
4,0,
4,0,
3,0,
2,0,
1,1,
1,2,
1,2,
2,3,
2,3,
3,3,
4,3,
4,3,
5,2,
6,2,
6,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
6,7,
5,8,
4,8,
3,9,
3,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
4,0,
4,0,
3,0,
2,1,
2,2,
3,3,
3,3,
4,4,
5,5,
6,6,
7,7,
7,8,
6,9,
6,10,
6,10,
6,11,
6,11,
3,11,
,,
5,0,
5,0,
5,0,
5,0,
4,0,
4,0,
3,0,
2,1,
2,2,
3,3,
3,3,
4,4,
5,5,
6,6,
7,7,
7,8,
6,9,
6,10,
6,10,
6,11,
3,11,
,,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,10,
2,11,
3,11,
,,
5,0,
5,0,
4,0,
4,0,
3,0,
2,1,
2,2,
3,3,
3,3,
4,4,
5,5,
6,6,
7,7,
7,8,
6,9,
6,10,
5,11,
3,11,
,,
5,0,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
4,0,
4,0,
3,0,
2,1,
2,2,
3,3,
3,3,
4,4,
5,5,
6,6,
7,7,
7,8,
6,9,
6,10,
5,11,
5,11,
3,11,
,,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
1,11,
1,11,
3,11,
,,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
4,0,
4,0,
3,0,
2,1,
2,2,
3,3,
3,3,
4,4,
5,5,
6,6,
7,7,
7,8,
6,9,
6,10,
5,11,
5,11,
3,11,
,,
5,0,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
3,11,
,,
5,0,
5,0,
5,0,
5,0,
5,1,
4,2,
3,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
1,11,
1,11,
3,11,
