X,Y,
4,10,
4,11,
3,11,
4,12,
5,12,
4,12,
5,11,
6,11,
7,11,
6,12,
7,11,
6,12,
7,13,
7,13,
7,14,
6,14,
6,14,
6,15,
6,14,
5,14,
4,14,
4,14,
3,13,
3,13,
3,12,
4,11,
4,12,
3,12,
2,13,
3,13,
2,12,
1,13,
2,14,
3,15,
4,16,
4,16,
5,17,
6,17,
6,17,
6,17,
5,18,
4,18,
4,18,
3,17,
3,17,
4,16,
3,17,
4,18,
3,18,
3,17,
4,17,
5,17,
5,17,
4,18,
3,19,
3,19,
4,18,
5,18,
4,17,
3,18,
2,17,
3,18,
3,19,
2,19,
3,19,
3,19,
3,18,
2,19,
2,20,
3,19,
3,19,
4,20,
4,21,
4,22,
4,22,
4,21,
4,21,
4,21,
3,21,
2,21,
2,22,
3,21,
2,22,
3,23,
2,23,
2,23,
2,22,
2,22,
2,22,
2,22,
3,23,
2,23,
2,23,
2,22,
3,23,
2,22,
2,22,
2,22,
2,23,
2,23,
2,22,
1,23,
1,23,
2,22,
2,22,
2,21,
2,22,
2,22,
2,21,
2,21,
3,21,
4,20,
4,21,
4,21,
4,21,
4,22,
5,23,
4,22,
3,21,
3,21,
2,20,
2,19,
2,19,
1,19,
2,20,
1,19,
2,19,
3,19,
3,19,
3,18,
4,18,
4,18,
5,19,
5,19,
5,20,
5,20,
6,20,
6,20,
6,20,
6,20,
6,20,
5,19,
5,19,
4,20,
3,21,
4,21,
4,22,
3,23,
3,23,
3,23,
3,23,
2,23,
2,23,
2,23,
2,23,
2,23,
3,23,
3,23,
3,23,
3,23,
3,23,
4,22,
4,22,
4,22,
3,23,
4,22,
4,21,
4,22,
4,22,
4,21,
4,21,
4,21,
3,21,
4,20,
4,21,
4,20,
4,21,
4,21,
4,21,
3,21,
4,21,
4,21,
3,21,
4,22,
5,23,
6,23,
,,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
3,15,
3,15,
4,15,
4,15,
4,15,
4,15,
4,15,
4,15,
4,16,
4,17,
4,18,
4,18,
5,19,
6,20,
6,20,
6,21,
6,21,
6,21,
6,22,
6,22,
6,23,
,,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
1,14,
1,14,
0,14,
0,14,
0,14,
1,14,
2,13,
3,13,
4,12,
5,12,
6,13,
7,14,
7,15,
7,15,
7,16,
7,16,
7,16,
6,16,
5,17,
5,18,
5,18,
5,19,
5,20,
5,20,
6,21,
7,22,
7,22,
7,22,
7,22,
7,22,
7,22,
6,21,
6,21,
5,20,
5,20,
4,20,
3,21,
3,21,
2,20,
1,20,
0,21,
0,22,
1,23,
1,23,
2,23,
3,23,
4,23,
5,23,
5,23,
6,23,
,,
0,0,
0,0,
0,0,
1,0,
2,1,
2,1,
2,2,
2,2,
2,3,
2,3,
2,3,
2,3,
1,2,
1,1,
2,0,
3,0,
3,0,
4,0,
4,0,
5,0,
5,0,
4,0,
4,0,
3,0,
2,0,
1,1,
1,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
1,14,
0,14,
0,14,
0,14,
0,14,
0,15,
0,15,
0,16,
0,17,
0,18,
1,19,
2,20,
2,21,
2,22,
1,23,
1,23,
1,23,
1,23,
1,23,
2,23,
2,23,
3,23,
4,23,
5,23,
6,23,
,,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
2,2,
2,3,
2,4,
2,5,
2,6,
2,7,
2,8,
2,9,
2,10,
2,11,
2,12,
2,13,
1,14,
0,14,
0,14,
0,14,
0,14,
1,13,
2,13,
2,13,
3,13,
4,12,
5,12,
6,12,
7,13,
7,14,
7,14,
7,15,
7,16,
7,16,
7,16,
7,16,
7,15,
7,15,
7,14,
7,13,
6,12,
5,12,
5,12,
4,12,
3,11,
2,11,
1,11,
0,12,
0,13,
0,14,
0,14,
0,15,
0,16,
0,17,
0,18,
1,19,
2,20,
3,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,20,
3,19,
2,19,
1,20,
1,20,
0,20,
0,20,
0,20,
0,20,
0,21,
0,21,
0,22,
0,23,
0,23,
0,23,
0,22,
0,22,
0,21,
0,20,
1,19,
2,19,
2,19,
3,19,
4,18,
5,18,
5,18,
5,18,
4,18,
3,17,
2,17,
1,18,
1,19,
2,20,
2,21,
2,21,
2,22,
2,23,
2,23,
2,23,
2,22,
3,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
3,21,
2,22,
2,23,
2,23,
2,23,
2,23,
2,22,
3,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,20,
5,19,
5,19,
5,19,
5,19,
4,18,
4,17,
4,17,
4,17,
4,17,
4,18,
5,19,
5,20,
6,21,
7,22,
7,22,
7,22,
7,22,
6,23,
