X,Y,
,,
5,0,
5,0,
5,1,
5,2,
5,1,
4,0,
4,0,
4,0,
4,0,
3,1,
4,0,
4,0,
4,0,
5,1,
6,2,
6,2,
7,2,
6,2,
6,2,
6,2,
6,3,
6,3,
6,4,
6,4,
6,5,
,,
0,0,
0,0,
0,0,
1,1,
2,1,
2,1,
3,1,
3,1,
4,0,
4,0,
4,0,
5,1,
6,2,
6,3,
6,4,
6,5,
,,
4,0,
5,1,
6,2,
6,3,
6,4,
6,5,
,,
4,0,
5,1,
6,2,
6,3,
6,4,
6,5,
,,
4,0,
5,1,
6,2,
6,3,
6,4,
6,5,
