X,Y,
,,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
1,0,
2,0,
3,1,
3,0,
3,0,
3,0,
3,0,
3,1,
2,0,
1,1,
0,0,
0,0,
0,0,
1,1,
1,1,
1,0,
1,0,
1,0,
1,0,
2,1,
1,1,
1,0,
1,0,
1,0,
1,0,
1,0,
2,1,
1,2,
1,1,
1,1,
0,0,
1,1,
1,0,
2,1,
1,2,
1,2,
2,1,
2,0,
3,0,
3,0,
3,0,
2,1,
2,2,
1,2,
1,1,
2,0,
3,0,
2,0,
2,0,
2,1,
3,1,
3,1,
4,0,
3,0,
3,1,
3,0,
2,0,
3,1,
3,1,
4,2,
4,2,
3,3,
4,2,
3,3,
2,2,
1,2,
1,2,
0,2,
0,3,
0,2,
1,1,
2,0,
3,0,
3,1,
2,1,
1,1,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
1,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,3,
0,3,
0,4,
0,4,
0,4,
0,4,
1,5,
1,5,
2,6,
1,5,
0,5,
0,4,
0,4,
0,4,
0,4,
1,5,
2,4,
2,4,
1,5,
0,5,
0,5,
0,5,
1,6,
1,7,
1,8,
1,7,
1,8,
2,8,
3,9,
3,9,
4,10,
5,11,
4,11,
4,10,
5,11,
5,11,
4,12,
3,13,
2,13,
2,14,
2,13,
1,13,
2,14,
1,14,
2,13,
3,13,
2,12,
2,13,
2,14,
3,15,
2,15,
1,14,
2,14,
2,15,
2,14,
2,15,
2,15,
3,15,
4,15,
3,15,
2,16,
3,17,
4,16,
4,16,
3,17,
2,17,
3,18,
3,18,
3,17,
2,16,
2,15,
2,15,
2,16,
3,15,
4,16,
3,17,
4,17,
3,17,
4,17,
4,16,
4,16,
4,15,
4,15,
4,15,
4,15,
3,15,
4,15,
4,15,
4,15,
4,15,
4,16,
5,17,
6,17,
6,17,
6,17,
5,17,
5,17,
6,17,
6,17,
6,17,
5,17,
4,16,
3,15,
3,15,
4,14,
5,14,
6,14,
7,13,
6,12,
6,12,
7,11,
7,11,
6,11,
5,11,
4,12,
4,12,
3,11,
4,12,
5,12,
6,13,
7,14,
7,14,
6,13,
5,13,
4,12,
3,11,
4,11,
4,11,
3,11,
2,10,
2,10,
2,10,
1,11,
0,10,
0,10,
1,11,
1,12,
2,12,
3,12,
3,13,
3,13,
4,14,
3,15,
4,16,
4,17,
4,17,
4,18,
5,18,
5,17,
4,18,
4,17,
5,17,
5,18,
4,17,
3,18,
2,17,
1,17,
2,18,
1,19,
2,18,
3,18,
4,17,
4,18,
3,19,
4,20,
4,20,
5,20,
6,20,
7,20,
7,20,
6,21,
7,22,
7,22,
6,23,
,,
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
5,0,
5,0,
5,0,
4,0,
3,0,
2,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,1,
2,2,
3,3,
4,4,
5,5,
6,6,
7,7,
7,7,
7,7,
7,7,
7,6,
7,5,
7,4,
7,4,
7,4,
7,4,
7,4,
6,4,
6,4,
6,4,
6,4,
6,4,
7,4,
7,4,
7,4,
7,4,
7,5,
7,6,
7,7,
7,8,
7,8,
7,8,
7,8,
7,8,
6,9,
6,9,
6,9,
6,9,
5,8,
5,8,
5,8,
5,8,
6,7,
7,6,
7,6,
7,6,
7,6,
6,5,
6,5,
6,5,
6,5,
7,4,
7,4,
7,4,
7,4,
7,4,
6,3,
5,2,
5,2,
5,2,
5,2,
5,1,
5,0,
5,0,
5,0,
5,0,
5,0,
5,1,
5,2,
5,2,
5,2,
5,2,
5,1,
5,0,
5,0,
5,0,
5,0,
5,0,
4,0,
3,0,
2,0,
1,0,
0,0,
0,0,
0,0,
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,0,
4,0,
3,0,
2,0,
1,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
5,0,
5,0,
5,0,
5,0,
5,1,
5,2,
5,2,
5,2,
5,2,
5,2,
6,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
