X,Y,
,,
0,2,
0,2,
0,2,
0,2,
1,2,
0,3,
0,3,
1,2,
1,2,
1,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,2,
0,3,
0,3,
0,3,
0,3,
0,3,
0,4,
0,5,
0,4,
0,4,
0,4,
1,5,
0,4,
1,5,
1,5,
2,6,
3,6,
4,6,
4,5,
4,5,
5,6,
6,5,
6,6,
7,6,
7,6,
7,5,
7,5,
7,5,
6,4,
7,5,
6,4,
6,5,
6,6,
7,6,
7,6,
7,6,
6,7,
7,6,
7,7,
6,7,
5,6,
5,7,
4,8,
5,8,
4,8,
4,8,
3,9,
4,9,
4,10,
5,11,
6,10,
6,10,
6,11,
6,10,
7,11,
3,11,
,,
0,2,
0,2,
0,2,
0,2,
0,2,
1,2,
2,3,
2,4,
1,5,
1,6,
1,7,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
0,2,
0,2,
0,2,
1,2,
2,3,
2,4,
1,5,
1,6,
1,7,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
0,2,
0,2,
0,2,
0,2,
1,1,
2,1,
3,0,
3,0,
3,0,
3,0,
4,0,
4,0,
5,0,
5,0,
5,0,
4,0,
4,0,
3,0,
2,0,
1,1,
1,2,
0,3,
0,3,
0,4,
0,5,
0,6,
1,7,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
0,2,
0,2,
0,2,
0,2,
1,2,
2,3,
2,4,
1,5,
1,6,
1,7,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
