X,Y,
3,1,
4,0,
5,0,
5,0,
5,0,
5,1,
4,2,
4,3,
4,4,
5,5,
6,6,
7,7,
7,8,
8,9,
8,9,
8,10,
7,11,
7,11,
6,12,
5,13,
4,14,
3,15,
3,15,
2,16,
1,17,
0,18,
0,18,
0,18,
0,18,
1,19,
2,19,
2,19,
3,19,
3,19,
4,18,
5,17,
6,16,
7,15,
8,15,
8,15,
8,15,
8,15,
7,14,
6,14,
6,14,
5,14,
5,14,
4,15,
4,16,
5,17,
5,17,
4,16,
4,15,
4,15,
5,14,
6,14,
7,15,
7,16,
8,17,
8,18,
9,19,
10,20,
11,21,
12,22,
13,23,
13,23,
14,23,
,,
0,0,
0,0,
0,0,
1,1,
2,1,
2,1,
3,1,
4,0,
5,0,
5,0,
5,0,
5,0,
4,0,
3,1,
3,1,
2,1,
1,0,
1,0,
1,0,
1,0,
2,0,
3,1,
3,1,
3,1,
3,1,
3,0,
3,0,
3,0,
3,0,
2,1,
2,2,
2,2,
2,3,
2,3,
2,4,
2,5,
2,6,
2,7,
2,7,
2,8,
2,8,
2,9,
2,9,
2,9,
2,10,
2,11,
2,12,
2,13,
2,14,
2,14,
2,15,
2,15,
2,16,
2,17,
2,18,
2,19,
2,19,
2,20,
2,21,
2,22,
2,23,
2,23,
2,23,
2,23,
2,23,
2,23,
2,23,
2,22,
2,22,
3,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
4,21,
3,21,
2,22,
2,23,
2,23,
2,23,
2,23,
2,22,
2,22,
3,21,
4,21,
4,21,
4,21,
4,20,
5,19,
5,19,
5,19,
5,19,
6,20,
6,20,
7,20,
8,20,
9,20,
10,20,
11,21,
12,22,
13,23,
13,23,
14,23,
