X,Y,
,,
0,0,
0,0,
1,0,
1,0,
1,1,
0,2,
1,2,
0,3,
0,4,
0,4,
0,4,
0,5,
0,6,
0,6,
0,5,
1,6,
1,6,
2,7,
2,7,
1,8,
1,8,
2,9,
2,9,
2,9,
2,9,
2,9,
3,9,
3,9,
4,9,
4,9,
4,9,
4,9,
4,10,
3,11,
2,10,
2,11,
2,10,
1,11,
0,12,
1,13,
0,12,
0,13,
0,13,
0,12,
1,11,
2,11,
1,12,
1,11,
2,12,
2,13,
1,14,
2,15,
2,15,
2,14,
2,14,
1,14,
2,13,
1,13,
2,14,
2,14,
2,15,
2,16,
2,16,
3,15,
4,16,
4,17,
5,18,
6,17,
5,17,
4,18,
3,19,
3,19,
2,19,
2,19,
1,19,
2,18,
1,17,
1,17,
2,17,
3,17,
4,17,
4,17,
3,17,
3,17,
4,18,
4,17,
3,18,
3,19,
2,19,
1,20,
0,21,
0,21,
1,20,
1,19,
2,20,
1,20,
1,19,
2,20,
2,19,
2,18,
2,19,
1,20,
1,20,
2,19,
1,19,
2,19,
1,19,
1,20,
0,20,
0,20,
0,20,
0,20,
1,20,
1,20,
0,21,
0,21,
0,21,
0,21,
0,22,
0,22,
1,23,
0,23,
0,23,
0,23,
1,23,
2,22,
2,22,
2,22,
1,23,
1,23,
0,22,
0,21,
0,20,
0,20,
0,20,
0,20,
1,20,
2,20,
2,19,
2,20,
2,21,
2,20,
1,20,
0,21,
0,21,
0,21,
0,21,
0,20,
0,20,
0,20,
1,20,
0,20,
0,20,
1,20,
1,19,
1,20,
1,19,
2,18,
1,19,
0,20,
1,19,
1,20,
1,20,
0,21,
1,20,
2,19,
2,19,
3,19,
4,20,
5,19,
5,20,
5,20,
5,20,
6,20,
6,20,
6,20,
7,20,
6,20,
7,19,
8,20,
7,20,
7,20,
7,19,
7,19,
7,20,
8,21,
8,21,
8,22,
8,23,
8,22,
8,22,
8,23,
8,23,
8,23,
7,22,
6,22,
6,22,
6,23,
6,23,
7,22,
7,22,
6,23,
5,23,
6,23,
6,23,
6,23,
7,22,
6,23,
6,23,
6,23,
6,23,
6,23,
6,23,
6,23,
6,23,
6,23,
7,22,
7,22,
6,21,
7,20,
7,20,
7,20,
8,20,
9,19,
10,20,
11,19,
11,18,
11,18,
10,17,
10,16,
11,15,
11,15,
12,14,
12,14,
12,14,
12,14,
11,13,
11,12,
10,13,
10,14,
10,14,
11,13,
11,13,
12,12,
13,13,
13,13,
13,14,
14,15,
14,15,
15,14,
14,15,
14,16,
14,16,
14,17,
14,17,
14,16,
15,15,
15,16,
14,16,
15,15,
14,16,
15,16,
15,15,
14,14,
14,15,
15,15,
15,15,
14,16,
14,16,
14,15,
15,16,
14,16,
15,16,
14,17,
14,17,
14,16,
13,17,
12,17,
11,17,
11,18,
10,17,
11,18,
11,19,
11,18,
12,17,
12,17,
12,17,
11,17,
12,18,
11,19,
11,19,
10,20,
11,19,
12,20,
12,20,
13,20,
13,20,
13,20,
14,20,
14,20,
14,20,
14,20,
15,20,
14,21,
14,21,
14,22,
14,22,
15,22,
15,22,
15,22,
14,22,
14,23,
,,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
1,0,
2,0,
3,1,
4,2,
4,2,
5,2,
6,2,
7,2,
8,2,
8,2,
9,2,
10,2,
10,2,
11,3,
11,3,
10,2,
9,2,
9,2,
8,3,
8,4,
8,5,
9,6,
9,7,
10,8,
11,9,
11,9,
12,9,
12,9,
12,9,
12,9,
12,9,
12,9,
13,8,
14,7,
15,7,
15,7,
15,7,
15,7,
14,6,
13,6,
13,6,
12,6,
11,5,
10,5,
9,5,
8,6,
8,6,
7,7,
6,8,
6,8,
6,9,
7,10,
8,11,
9,12,
9,13,
10,14,
10,15,
10,15,
10,16,
9,17,
9,18,
9,19,
10,20,
11,21,
12,22,
13,23,
14,23,
,,
0,0,
1,1,
2,1,
2,1,
3,1,
4,0,
5,0,
5,0,
5,0,
4,0,
3,1,
3,1,
2,1,
1,2,
0,3,
0,3,
0,4,
1,5,
2,6,
3,7,
4,8,
4,9,
4,9,
4,10,
5,11,
6,12,
7,13,
8,14,
8,14,
9,14,
10,14,
10,14,
11,15,
12,16,
13,17,
13,18,
13,19,
13,20,
13,20,
14,21,
15,22,
15,22,
15,22,
15,22,
14,23,
,,
0,0,
0,0,
1,1,
2,1,
2,1,
