X,Y,
,,
7,1,
7,1,
7,2,
6,3,
6,4,
7,5,
6,5,
7,5,
7,5,
7,6,
7,6,
7,6,
7,6,
7,6,
6,6,
6,6,
6,7,
6,7,
7,8,
7,8,
7,8,
6,7,
5,7,
4,6,
4,6,
4,5,
4,5,
5,5,
5,5,
6,6,
5,6,
5,6,
6,7,
5,8,
5,8,
4,9,
4,10,
3,11,
3,11,
2,11,
2,11,
2,11,
1,11,
0,10,
0,10,
0,11,
3,11,
,,
7,1,
7,1,
6,2,
6,3,
6,4,
5,5,
5,6,
5,7,
4,8,
4,9,
4,9,
4,10,
4,10,
4,10,
4,9,
4,9,
5,8,
6,8,
6,8,
7,7,
7,6,
6,5,
5,5,
4,6,
4,6,
3,6,
2,7,
1,8,
0,9,
0,10,
1,11,
2,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
6,5,
5,6,
5,7,
6,8,
6,9,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
6,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
6,11,
6,11,
6,11,
6,10,
6,10,
6,10,
6,10,
7,10,
7,10,
7,10,
7,10,
7,10,
7,10,
7,10,
7,11,
7,11,
7,11,
7,11,
7,11,
7,10,
6,9,
6,9,
5,8,
5,8,
5,7,
6,6,
7,6,
7,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
6,11,
6,10,
6,10,
6,10,
6,10,
6,10,
6,10,
7,10,
7,10,
7,10,
7,10,
7,10,
6,11,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
6,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,10,
7,11,
7,11,
7,11,
7,11,
7,11,
7,11,
7,11,
7,11,
7,11,
7,10,
6,9,
6,9,
5,8,
5,8,
5,7,
6,6,
7,6,
7,6,
7,6,
7,6,
7,6,
7,7,
6,8,
5,8,
5,8,
4,8,
3,9,
2,10,
1,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
6,11,
6,11,
6,11,
6,10,
6,10,
6,10,
6,10,
6,9,
5,8,
5,8,
5,7,
6,6,
7,6,
7,6,
7,6,
7,6,
7,7,
6,8,
5,8,
5,8,
4,8,
3,9,
2,10,
1,11,
3,11,
,,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
6,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,10,
7,11,
7,11,
7,11,
6,10,
6,10,
6,10,
6,10,
6,10,
6,9,
5,8,
5,8,
5,7,
6,6,
7,6,
7,6,
7,6,
7,6,
7,6,
7,6,
7,5,
6,4,
6,4,
6,4,
6,3,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
3,3,
4,2,
5,2,
5,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,10,
7,11,
7,11,
7,10,
6,9,
6,9,
5,8,
5,8,
4,8,
3,9,
2,10,
1,11,
3,11,
,,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
3,11,
,,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
3,11,
,,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
6,7,
6,8,
6,8,
6,9,
6,10,
6,10,
7,11,
7,11,
7,10,
6,9,
6,9,
5,8,
5,8,
4,8,
3,9,
2,10,
1,11,
3,11,
