X,Y,
,,
1,0,
2,1,
3,1,
4,0,
4,0,
4,0,
4,0,
5,0,
5,0,
6,1,
6,2,
6,2,
6,3,
7,4,
7,4,
7,4,
6,5,
5,5,
4,5,
4,5,
3,5,
2,5,
1,5,
0,5,
0,5,
0,5,
0,5,
0,0,
