Id,Start,Goal,Path Num,Steps,Time,
4,A,W,1,190,0.656,
1,C,H,1,393,1.482,
2,P,W,1,440,1.654,
5,R,W,1,480,1.872,
5,R,W,2,22,0.359,
3,D,W,1,684,2.543,
1,C,H,2,37,1.435,
2,P,W,2,45,1.716,
1,C,H,3,30,1.342,
5,R,W,3,45,2.496,
3,D,W,2,115,2.667,
4,A,W,2,97,5.242,
3,D,W,3,38,1.919,
2,P,W,3,105,4.446,
5,R,W,4,43,3.089,
3,D,W,4,39,1.388,
4,A,W,3,64,3.105,
5,R,W,5,90,5.865,
3,D,W,5,107,5.476,
4,A,W,4,95,5.304,
2,P,W,4,120,6.708,
1,C,H,4,190,11.809,
2,P,W,5,73,2.028,
4,A,W,5,92,2.746,
1,C,H,5,64,1.279,
ALL,NA,NA,NA,NA,17.472,
