Id,Start,Goal,Path Num,Steps,Time,
2,D,W,1,1199,6.146,
5,R,W,1,1199,6.177,
1,A,W,1,1199,6.193,
4,C,W,1,1199,6.177,
3,P,W,1,1199,6.193,
2,2,W,1,1199,5.366,
5,5,W,1,1199,5.413,
3,3,W,1,1199,5.429,
4,4,W,1,1199,5.445,
1,1,W,1,1199,4.68,
1,1,W,1,1199,1.56,
3,3,W,1,1199,1.529,
1,1,W,1,307,0.374,
1,1,W,1,3,2.481,
1,1,W,1,1,7.691,
1,A,W,1,14,15.46,
3,3,W,1,8,0,
3,3,W,1,6,3.089,
3,3,W,1,1,10.062,
3,P,W,1,26,16.801,
3,P,W,2,5,0.624,
3,3,W,2,3,0.53,
3,P,W,3,5,0.561,
3,3,W,3,3,0.531,
3,P,W,4,5,0.609,
3,3,W,4,3,0.53,
2,2,W,1,1199,1.279,
2,2,W,1,12,0.0150001,
2,2,W,1,5,1.809,
2,2,W,1,30,13.915,
2,D,W,1,5,20.639,
3,P,W,5,20,2.371,
1,A,W,2,72,5.818,
3,3,W,5,2,0.562,
1,1,W,2,6,0.593,
1,A,W,3,12,1.514,
1,1,W,3,1,0.561,
2,D,W,2,19,2.839,
2,2,W,2,5,0.593,
1,A,W,4,7,1.934,
1,1,W,4,1,0.562,
1,A,W,5,6,0.952,
1,1,W,5,8,0.639,
5,5,W,1,1199,3.463,
2,D,W,3,44,9.391,
2,2,W,3,1,0.577,
4,4,W,1,1199,3.339,
2,D,W,4,16,5.32,
4,4,W,1,51,0.062,
4,4,W,1,29,5.055,
4,4,W,1,129,31.746,
4,C,W,1,12,38.579,
2,2,W,4,4,1.685,
5,5,W,1,237,0.328,
5,5,W,1,61,13.884,
5,5,W,1,99,33.321,
5,R,W,1,7,40.061,
2,D,W,5,14,4.212,
2,2,W,5,2,0.842,
5,R,W,2,11,4.992,
5,5,W,2,7,0.671,
5,R,W,3,11,2.746,
5,5,W,3,4,0.639,
5,R,W,4,4,0.89,
5,5,W,4,1,0.561,
4,C,W,2,30,11.388,
4,4,W,2,1,0.561,
5,R,W,5,8,2.371,
5,5,W,5,7,0.78,
4,C,W,3,23,9.095,
4,4,W,3,1,0.562,
4,C,W,4,9,3.089,
4,4,W,4,8,0.608,
4,C,W,5,22,5.616,
ALL,NA,NA,NA,NA,67.922,
4,4,W,5,1,0.561,
