Id,Start,Goal,Path Num,Steps,Time,
1,C,E,1,270,0.5,
1,C,E,2,21,0.25,
1,C,E,3,2399,14.165,
1,C,E,3,25,14.414,
1,C,E,4,12,0.109,
1,C,E,5,13,0.141,
ALL,NA,NA,NA,NA,15.491,
