Id,Start,Goal,Path Num,Steps,Time,
2,2,W,1,253,8.424,
2,P,W,1,66,9.157,
2,2,W,2,17,0.0780001,
2,P,W,2,11,1.654,
2,2,W,3,15,0.109,
2,P,W,3,11,0.655,
3,3,W,1,220,9.438,
3,D,W,1,638,11.622,
2,2,W,4,18,0.219,
2,P,W,4,17,0.827,
5,5,W,1,338,11.653,
5,R,W,1,68,12.386,
5,5,W,2,41,0.25,
5,R,W,2,11,0.796,
3,3,W,2,20,0.14,
3,D,W,2,19,1.731,
5,5,W,3,61,0.655,
5,R,W,3,11,1.201,
4,4,W,1,249,14.633,
4,A,W,1,49,15.304,
3,3,W,3,31,3.478,
3,D,W,3,18,4.087,
3,3,W,4,14,0.0780001,
3,D,W,4,26,2.855,
3,3,W,5,48,1.03,
3,D,W,5,19,3.713,
5,5,W,4,103,9.095,
5,R,W,4,29,9.844,
4,4,W,2,111,1.841,
4,A,W,2,25,9.812,
1,1,H,1,260,25.927,
1,C,H,1,140,26.754,
2,2,W,5,94,14.992,
2,P,W,5,11,16.614,
5,5,W,5,51,4.134,
5,R,W,5,23,4.82,
4,4,W,3,22,2.262,
4,A,W,3,35,5.117,
1,1,H,2,430,8.221,
1,C,H,2,17,8.876,
1,1,H,3,60,7.8,
1,C,H,3,45,8.768,
4,4,W,4,72,14.212,
4,A,W,4,16,14.882,
4,4,W,5,27,0.281,
4,A,W,5,15,0.921,
1,1,H,4,135,16.661,
1,C,H,4,36,17.519,
1,1,H,5,193,20.389,
1,C,H,5,19,21.075,
ALL,NA,NA,NA,NA,83.085,
