Id,Start,Goal,Path Num,Steps,Time,
3,P,W,1,1199,6.1,
5,R,W,1,1199,6.115,
2,C,W,1,1199,6.115,
4,D,W,1,1199,6.131,
1,A,W,1,1199,6.131,
3,3,W,1,1199,5.382,
5,5,W,1,1199,5.429,
4,4,W,1,1199,5.429,
1,1,W,1,1199,5.428,
2,2,W,1,1199,4.696,
5,5,W,1,1199,1.622,
5,5,W,1,19,0.0310001,
5,5,W,1,17,3.244,
5,5,W,1,29,9.298,
5,R,W,1,12,15.959,
4,4,W,1,1199,3.682,
1,1,W,1,1199,3.666,
5,R,W,2,38,1.435,
5,5,W,2,10,0.64,
5,R,W,3,20,0.874,
2,2,W,1,1199,3.541,
3,3,W,1,1199,3.151,
5,5,W,3,6,0.655,
4,4,W,1,47,0.062,
4,4,W,1,13,5.336,
4,4,W,1,16,12.356,
4,D,W,1,1,19.032,
5,R,W,4,10,1.014,
5,R,W,5,4,0.608,
5,5,W,4,7,0.655,
2,2,W,1,38,0.0470002,
2,2,W,1,57,5.273,
2,2,W,1,29,12.574,
2,C,W,1,12,20.28,
5,5,W,5,6,0.718,
2,C,W,2,23,2.481,
4,D,W,2,43,3.775,
4,4,W,2,1,0.609,
2,C,W,3,13,1.794,
2,2,W,2,14,1.872,
2,2,W,3,4,0.608,
4,D,W,3,24,3.526,
4,4,W,3,2,0.577,
1,1,W,1,47,0.062,
1,1,W,1,79,13.696,
1,1,W,1,37,20.732,
1,A,W,1,33,27.441,
3,3,W,1,78,0.0939999,
3,3,W,1,76,14.196,
3,3,W,1,29,23.244,
3,P,W,1,3,29.905,
2,C,W,4,26,6.754,
3,P,W,2,5,1.482,
2,2,W,4,2,0.624,
3,3,W,2,6,0.578,
3,P,W,3,5,1.576,
3,3,W,3,6,0.562,
3,P,W,4,5,1.732,
3,3,W,4,6,0.561,
3,P,W,5,5,1.872,
3,3,W,5,4,0.546,
1,A,W,2,30,10.468,
1,1,W,2,7,0.608,
1,A,W,3,7,2.278,
1,1,W,3,1,0.562,
1,A,W,4,6,1.622,
1,1,W,4,1,0.562,
4,D,W,4,51,21.778,
4,4,W,4,4,0.608,
1,A,W,5,21,9.329,
2,C,W,5,41,20.015,
1,1,W,5,8,0.671,
2,2,W,5,2,1.607,
4,D,W,5,14,9.001,
ALL,NA,NA,NA,NA,57.252,
4,4,W,5,8,0.655,
