Id,Start,Goal,Path Num,Steps,Time,
1,C,H,1,240,0.921,
2,P,W,1,308,1.201,
3,D,W,1,332,1.264,
4,A,W,1,334,1.264,
5,R,W,1,378,1.404,
1,C,H,2,33,0.842,
3,D,W,2,24,0.53,
4,A,W,2,45,2.901,
1,C,H,3,62,3.042,
5,R,W,2,89,3.526,
3,D,W,3,95,4.54,
3,D,W,4,40,2.074,
4,A,W,3,102,5.023,
5,R,W,3,96,4.96,
4,A,W,4,26,1.17,
1,C,H,4,104,6.178,
5,R,W,4,46,1.763,
2,P,W,2,202,11.45,
3,D,W,5,81,4.556,
4,A,W,5,73,3.26,
1,C,H,5,41,2.933,
2,P,W,3,95,2.34,
5,R,W,5,126,3.573,
2,P,W,4,96,1.154,
2,P,W,5,59,0.562,
ALL,NA,NA,NA,NA,16.801,
