Id,Start,Goal,Path Num,Steps,Time,
1,C,W,1,1199,1.3,
1,1,W,1,1199,1.16,
1,1,W,1,1199,1.171,
1,1,W,1,24,0.03,
1,1,W,1,24,2.748,
1,1,W,1,19,4.438,
1,C,W,1,60,6.308,
1,1,W,2,1199,29.449,
1,1,W,2,11,0.19,
1,1,W,2,12,32.429,
1,1,W,2,42,52.929,
1,C,W,2,65,54.599,
1,1,W,3,1199,24.56,
1,1,W,3,15,0.24,
1,1,W,3,4,25.34,
1,1,W,3,349,221.281,
1,C,W,3,6,221.827,
1,1,W,4,1199,26.336,
1,1,W,4,18,0.44,
1,1,W,4,4,27.376,
1,1,W,4,71,58.445,
1,C,W,4,6,59.015,
1,1,W,5,1199,28.27,
1,1,W,5,17,3.37,
1,1,W,5,33,47.923,
1,1,W,5,9,48.563,
1,C,W,5,6,49.133,
ALL,NA,NA,NA,NA,390.922,
