Id,Start,Goal,Path Num,Steps,Time,
2,D,W,1,882,3.588,
5,R,W,1,937,3.712,
4,P,W,1,997,3.931,
1,C,H,1,1123,4.321,
4,P,W,2,42,1.576,
5,R,W,2,48,2.62,
2,D,W,2,92,4.477,
5,R,W,3,31,1.903,
4,P,W,3,72,3.073,
2,D,W,3,28,1.061,
4,P,W,4,35,2.044,
1,C,H,2,327,6.302,
5,R,W,4,48,2.512,
2,D,W,4,41,2.215,
3,A,W,1,3154,11.809,
5,R,W,5,37,1.825,
3,A,W,2,30,0.905,
1,C,H,3,52,2.418,
4,P,W,5,63,2.574,
3,A,W,3,27,0.312,
2,D,W,5,59,2.184,
3,A,W,4,36,0.484,
3,A,W,5,48,0.561,
1,C,H,4,123,2.355,
1,C,H,5,91,1.155,
ALL,NA,NA,NA,NA,16.77,
