Id,Start,Goal,Path Num,Steps,Time,
4,D,W,1,1199,5.897,
2,C,W,1,1199,5.944,
3,P,W,1,1199,5.944,
1,A,W,1,1199,5.944,
5,R,W,1,1199,5.975,
3,3,W,1,1199,5.881,
2,2,W,1,1199,5.897,
4,4,W,1,1199,5.912,
5,5,W,1,1199,5.881,
1,1,W,1,1199,5.133,
3,3,W,1,1199,4.414,
4,4,W,1,1199,4.493,
5,5,W,1,1199,4.508,
2,2,W,1,1199,4.508,
3,3,W,1,61,0.062,
3,3,W,1,4,5.007,
3,3,W,1,2,11.419,
3,P,W,1,8,17.909,
4,4,W,1,45,0.0309999,
4,4,W,1,1,5.055,
4,4,W,1,10,11.497,
4,D,W,1,18,18.003,
3,P,W,2,7,0.546,
4,D,W,2,7,0.577,
3,3,W,2,1,0.577,
5,5,W,1,50,0.062,
5,5,W,1,25,6.146,
5,5,W,1,1,12.542,
3,P,W,3,7,0.624,
5,R,W,1,34,19.095,
3,3,W,3,3,0.561,
3,P,W,4,5,0.702,
4,4,W,2,9,1.685,
3,3,W,4,6,0.561,
3,P,W,5,5,0.561,
5,R,W,2,5,1.95,
3,3,W,5,7,0.718,
5,R,W,3,4,0.686,
5,5,W,2,9,0.702,
2,2,W,1,46,0.0780001,
2,2,W,1,44,9.282,
2,2,W,1,14,15.756,
2,C,W,1,1,22.246,
5,5,W,3,4,0.608,
5,R,W,4,4,0.702,
5,5,W,4,1,0.64,
2,C,W,2,6,1.388,
5,R,W,5,11,1.935,
5,5,W,5,1,0.639,
2,C,W,3,11,3.869,
4,D,W,3,81,9.516,
4,4,W,3,6,0.593,
4,D,W,4,6,2.106,
4,4,W,4,7,0.889,
4,D,W,5,14,3.229,
4,4,W,5,2,0.655,
1,1,W,1,1199,5.304,
1,1,W,1,44,0.063,
1,1,W,1,20,9.048,
1,1,W,1,118,30.327,
1,A,W,1,49,37.924,
1,A,W,2,14,3.666,
1,1,W,2,5,0.733,
2,C,W,4,55,17.035,
2,C,W,5,14,6.084,
2,2,W,2,1199,30.545,
1,A,W,3,36,13.838,
1,1,W,3,9,0.624,
1,A,W,4,20,5.273,
1,1,W,4,9,0.686,
1,A,W,5,8,2.59,
ALL,NA,NA,NA,NA,63.414,
1,1,W,5,8,0.78,
