Id,Start,Goal,Path Num,Steps,Time,
4,4,W,1,220,1.17,
4,A,W,1,799,2.808,
4,4,W,2,14,0.062,
4,A,W,2,14,0.639,
4,4,W,3,63,0.562,
4,A,W,3,31,2.278,
3,3,W,1,199,5.289,
3,D,W,1,95,6.146,
2,2,W,1,193,6.334,
2,P,W,1,174,7.394,
3,3,W,2,17,0.0780001,
3,D,W,2,20,1.716,
2,2,W,2,20,0.156,
2,P,W,2,43,4.025,
1,1,H,1,196,10.468,
1,C,H,1,178,11.528,
3,3,W,3,37,3.322,
3,D,W,3,31,4.134,
2,2,W,3,16,0.187,
2,P,W,3,11,0.78,
1,1,H,2,26,0.172,
1,C,H,2,21,0.843,
2,2,W,4,13,0.0940001,
2,P,W,4,17,0.718,
2,2,W,5,42,0.484,
2,P,W,5,11,1.045,
3,3,W,4,17,0.327,
3,D,W,4,29,2.028,
3,3,W,5,16,0.124,
3,D,W,5,15,0.702,
1,1,H,3,38,0.39,
1,C,H,3,27,3.182,
1,1,H,4,12,1.17,
1,C,H,4,15,1.794,
5,5,W,1,157,13.494,
5,R,W,1,794,18.221,
1,1,H,5,14,0.172,
1,C,H,5,32,2.2,
5,5,W,2,41,0.375,
5,R,W,2,11,1.935,
5,5,W,3,17,0.125,
5,R,W,3,20,0.764,
5,5,W,4,21,4.446,
5,R,W,4,10,5.008,
5,5,W,5,13,0.172,
5,R,W,5,18,0.796,
4,4,W,4,56,11.139,
4,A,W,4,44,21.263,
4,4,W,5,25,0.25,
4,A,W,5,15,0.951,
ALL,NA,NA,NA,NA,28.018,
