Id,Start,Goal,Path Num,Steps,Time,
2,P,W,1,685,2.371,
4,A,W,1,730,2.434,
3,D,W,1,749,2.543,
3,D,W,2,25,0.452,
2,P,W,2,37,0.905,
4,A,W,2,36,1.014,
3,D,W,3,25,0.546,
1,C,H,1,1320,4.524,
3,D,W,4,38,0.936,
4,A,W,3,36,1.217,
2,P,W,3,51,2.028,
1,C,H,2,34,0.858,
3,D,W,5,34,1.56,
5,R,W,1,2129,6.958,
2,P,W,4,90,3.51,
5,R,W,2,86,2.121,
2,P,W,5,37,1.061,
4,A,W,4,126,5.288,
1,C,H,3,243,5.398,
4,A,W,5,35,0.905,
5,R,W,3,85,1.997,
5,R,W,4,39,0.686,
5,R,W,5,32,0.437,
1,C,H,4,150,2.075,
1,C,H,5,58,0.484,
ALL,NA,NA,NA,NA,13.587,
