Id,Start,Goal,Path Num,Steps,Time,
1,C,W,1,1199,1.415,
1,1,W,1,1199,1.115,
1,1,W,1,1199,1.192,
1,1,W,1,58,0.0599999,
1,1,W,1,115,15.898,
1,1,W,1,1,17.532,
1,C,W,1,33,19.5,
1,1,W,2,1199,33.567,
1,1,W,2,15,0.47,
1,1,W,2,2,34.567,
1,1,W,2,177,132.059,
1,C,W,2,51,133.811,
1,1,W,3,1199,28.32,
1,1,W,3,7,0.0899999,
1,1,W,3,2,28.94,
1,1,W,3,6,29.47,
1,C,W,3,6,30.01,
1,1,W,4,1199,27.442,
1,1,W,4,71,12.83,
1,1,W,4,15,44.027,
1,1,W,4,22,55.057,
1,C,W,4,6,55.617,
1,1,W,5,1199,27.654,
1,1,W,5,6,0.0899999,
1,1,W,5,17,31.504,
1,1,W,5,8,32.124,
1,C,W,5,87,34.334,
ALL,NA,NA,NA,NA,273.312,
