Id,Start,Goal,Path Num,Steps,Time,
4,A,W,1,61,0.187,
2,P,W,1,136,0.468,
5,R,W,1,169,0.561,
4,A,W,2,24,0.593,
3,D,W,1,234,0.795,
1,C,H,1,475,1.575,
4,A,W,3,37,1.17,
3,D,W,2,35,1.404,
5,R,W,2,53,1.919,
4,A,W,4,30,1.311,
3,D,W,3,40,1.716,
5,R,W,3,59,2.511,
2,P,W,2,68,4.852,
3,D,W,4,54,1.888,
3,D,W,5,38,1.81,
5,R,W,4,42,3.292,
4,A,W,5,100,5.46,
1,C,H,2,170,7.379,
5,R,W,5,41,1.03,
2,P,W,3,158,5.351,
1,C,H,3,112,2.527,
2,P,W,4,52,1.201,
2,P,W,5,90,1.701,
1,C,H,4,300,4.508,
1,C,H,5,162,1.67,
ALL,NA,NA,NA,NA,17.769,
