Id,Start,Goal,Path Num,Steps,Time,
5,5,W,1,96,4.061,
5,A,W,1,625,5.212,
2,2,W,1,244,5.174,
2,P,W,1,25,5.712,
5,5,W,2,19,0.066,
5,A,W,2,13,0.598,
2,2,W,2,18,0.095,
2,P,W,2,11,0.638,
2,2,W,3,75,0.564,
2,P,W,3,11,1.106,
2,2,W,4,24,0.132,
2,P,W,4,28,0.873,
5,5,W,3,20,0.121,
5,A,W,3,12,2.666,
1,1,H,1,161,9.147,
1,C,H,1,224,9.983,
4,4,W,1,81,8.152,
4,R,W,1,41,10.773,
2,2,W,5,12,0.0669999,
2,P,W,5,15,2.682,
4,4,W,2,17,0.0610001,
4,R,W,2,17,0.639,
4,4,W,3,11,0.0569999,
4,R,W,3,28,0.707,
1,1,H,2,12,0.059,
1,C,H,2,53,2.956,
3,3,W,1,171,12.224,
3,D,W,1,81,13.889,
4,4,W,4,47,1.514,
4,R,W,4,10,2.046,
1,1,H,3,19,0.321,
1,C,H,3,20,2.074,
4,4,W,5,18,0.329,
4,R,W,5,10,0.902,
1,1,H,4,15,0.269,
1,C,H,4,17,1.056,
4,4,W,6,29,0.644,
4,R,W,6,11,1.229,
5,5,W,4,71,6.017,
5,A,W,4,47,7.853,
2,2,W,6,63,1.066,
2,P,W,6,14,6.818,
1,1,H,5,28,0.486,
1,C,H,5,52,2.165,
3,3,W,2,26,0.833,
3,D,W,2,738,4.445,
2,2,W,7,21,0.345,
2,P,W,7,13,1.071,
5,5,W,5,110,2.172,
5,A,W,5,12,2.828,
3,3,W,3,16,0.263,
3,D,W,3,14,0.864,
5,5,W,6,16,0.202,
5,A,W,6,12,0.744,
3,3,W,4,14,0.192,
3,D,W,4,12,0.725,
3,3,W,5,16,0.151,
3,D,W,5,29,0.853,
3,3,W,6,35,0.429,
3,D,W,6,15,0.977,
1,1,H,6,18,0.121,
1,C,H,6,27,3.944,
3,3,W,7,14,0.114,
3,D,W,7,15,0.668,
3,3,W,8,71,0.572,
3,D,W,8,14,1.126,
4,4,W,7,33,6.501,
4,R,W,7,16,9.295,
2,2,W,8,49,4.719,
2,P,W,8,11,7.323,
5,5,W,7,21,3.278,
5,A,W,7,15,6.978,
1,1,H,7,29,0.337,
1,C,H,7,39,5.159,
4,4,W,8,65,0.921,
4,R,W,8,10,2.467,
4,4,W,9,49,0.406,
4,R,W,9,26,1.254,
4,4,W,10,75,0.668,
4,R,W,10,25,1.424,
4,4,W,11,12,0.17,
4,R,W,11,15,0.899,
3,3,W,9,39,7.555,
3,D,W,9,14,8.106,
5,5,W,8,26,5.478,
5,A,W,8,19,6.07,
5,5,W,9,13,0.0769999,
5,A,W,9,51,0.934,
1,1,H,8,20,0.132,
1,C,H,8,185,6.787,
5,5,W,10,26,0.286,
5,A,W,10,12,0.832,
1,1,H,9,15,0.082,
1,C,H,9,23,0.754,
5,5,W,11,16,0.152,
5,A,W,11,15,0.719,
1,1,H,10,20,0.134,
1,C,H,10,44,1.06,
1,1,H,11,13,0.152,
1,C,H,11,23,0.78,
3,3,W,10,69,5.431,
3,D,W,10,16,5.99,
2,2,W,9,102,7.876,
2,P,W,9,13,11.527,
3,3,W,11,15,0.15,
3,D,W,11,14,0.722,
2,2,W,10,15,0.433,
2,P,W,10,13,3.098,
3,3,W,12,86,1.152,
3,D,W,12,15,2.72,
3,3,W,13,18,0.22,
3,D,W,13,15,0.778,
