Id,Start,Goal,Path Num,Steps,Time,
2,C,W,1,1199,6.685,
4,D,W,1,1199,6.693,
5,R,W,1,1199,6.689,
1,A,W,1,1199,6.692,
3,P,W,1,1199,6.701,
2,2,W,1,1199,5.553,
1,1,W,1,1199,5.571,
5,5,W,1,1199,5.568,
4,4,W,1,1199,5.579,
3,3,W,1,1199,4.767,
5,5,W,1,1199,2.01,
3,3,W,1,1199,2,
5,5,W,1,66,0.0799999,
5,5,W,1,23,2.64,
5,5,W,1,15,8.758,
5,R,W,1,26,16.04,
3,3,W,1,103,0.12,
3,3,W,1,28,2.65,
3,3,W,1,3,7.917,
3,P,W,1,118,16.281,
3,P,W,2,19,1.91,
5,R,W,2,43,2.4,
3,P,W,3,5,0.56,
5,5,W,2,8,0.63,
1,1,W,1,1199,1.37,
3,3,W,2,5,1.63,
1,1,W,1,24,0.03,
1,1,W,1,8,1.91,
1,1,W,1,28,13.041,
1,A,W,1,11,20.279,
3,P,W,4,5,1.66,
3,3,W,3,8,0.64,
1,A,W,2,7,0.93,
3,P,W,5,5,1.04,
1,1,W,2,1,0.54,
5,R,W,3,51,3.37,
3,3,W,4,6,1.64,
5,5,W,3,2,0.55,
3,3,W,5,6,0.55,
5,R,W,4,11,1.61,
5,5,W,4,6,0.66,
5,R,W,5,4,0.74,
5,5,W,5,4,0.6,
1,A,W,3,19,5.21,
1,1,W,3,6,0.58,
1,A,W,4,6,1.14,
1,1,W,4,5,0.64,
4,4,W,1,1199,3.672,
1,A,W,5,55,15.449,
1,1,W,5,4,0.67,
2,2,W,1,1199,4.061,
2,2,W,1,121,0.174,
2,2,W,1,1,4.756,
2,2,W,1,87,38.874,
2,C,W,1,5,46.107,
4,4,W,1,9,0.0120001,
4,4,W,1,66,13.435,
4,4,W,1,75,41.599,
4,D,W,1,20,48.881,
2,C,W,2,14,3.494,
2,2,W,2,4,0.606,
4,D,W,2,16,5.621,
4,4,W,2,1,0.55,
4,D,W,3,11,2.78,
4,4,W,3,4,0.621,
2,C,W,3,34,13.552,
2,2,W,3,7,0.599,
4,D,W,4,25,12.966,
4,4,W,4,4,0.61,
2,C,W,4,20,8.461,
2,2,W,4,9,1.663,
2,C,W,5,11,3.235,
2,2,W,5,2,0.597,
3,3,W,5,1199,57.176,
3,3,W,5,6,3.208,
3,3,W,5,1,60.924,
1,1,W,3,1199,56.223,
1,1,W,3,10,2.241,
1,1,W,3,2,60.002,
4,D,W,5,44,17.842,
ALL,NA,NA,NA,NA,88.221,
4,4,W,5,7,0.59,
