Id,Start,Goal,Path Num,Steps,Time,
5,R,W,1,294,1.123,
1,P,W,1,349,1.326,
3,D,W,1,360,1.326,
1,P,W,2,32,0.609,
3,D,W,2,67,2.293,
3,D,W,3,36,1.061,
1,P,W,3,52,2.823,
5,R,W,2,64,4.056,
3,D,W,4,25,1.029,
5,R,W,3,28,0.967,
3,D,W,5,25,0.843,
4,A,W,1,1826,6.771,
5,R,W,4,22,0.78,
2,C,H,1,1949,7.41,
4,A,W,2,49,0.843,
2,C,H,2,38,0.78,
4,A,W,3,34,1.264,
5,R,W,5,83,3.214,
2,C,H,3,55,1.997,
4,A,W,4,41,1.467,
4,A,W,5,29,0.64,
1,P,W,4,172,6.895,
2,C,H,4,89,2.294,
1,P,W,5,72,1.373,
2,C,H,5,106,1.326,
ALL,NA,NA,NA,NA,14.071,
