Id,Start,Goal,Path Num,Steps,Time,
4,A,W,1,396,1.232,
3,D,W,1,724,2.543,
4,A,W,2,48,1.326,
2,P,W,1,785,2.683,
1,C,H,1,819,2.762,
3,D,W,2,26,0.499,
5,R,W,1,931,3.214,
1,C,H,2,23,0.468,
2,P,W,2,26,0.733,
3,D,W,3,24,0.406,
1,C,H,3,33,0.936,
1,C,H,4,25,0.437,
2,P,W,3,72,2.309,
4,A,W,3,88,3.261,
3,D,W,4,72,3.322,
4,A,W,4,32,1.389,
1,C,H,5,66,2.871,
5,R,W,2,93,4.493,
3,D,W,5,47,1.124,
4,A,W,5,60,1.653,
5,R,W,3,38,1.357,
2,P,W,4,81,3.385,
2,P,W,5,25,0.343,
5,R,W,4,34,0.593,
5,R,W,5,26,0.124,
ALL,NA,NA,NA,NA,9.953,
