Id,Start,Goal,Path Num,Steps,Time,
5,5,W,1,24,1.045,
5,R,W,1,61,1.731,
5,5,W,2,12,0.0469999,
5,R,W,2,12,0.609,
3,3,W,1,29,2.074,
3,D,W,1,36,2.698,
2,2,W,1,96,2.137,
2,P,W,1,50,2.808,
4,4,W,1,103,2.152,
4,A,W,1,79,2.87,
5,5,W,3,12,0.062,
5,R,W,3,11,0.639,
2,2,W,2,13,0.0619998,
2,P,W,2,11,0.624,
5,5,W,4,16,0.14,
5,R,W,4,11,0.733,
2,2,W,3,22,0.156,
2,P,W,3,11,0.718,
5,5,W,5,13,0.0780001,
5,R,W,5,10,0.64,
2,2,W,4,38,0.312,
2,P,W,4,11,0.92,
4,4,W,2,18,0.203,
4,A,W,2,58,2.2,
3,3,W,2,25,0.156,
3,D,W,2,14,2.793,
4,4,W,3,27,0.265,
4,A,W,3,14,0.92,
4,4,W,4,19,0.218,
4,A,W,4,25,0.952,
3,3,W,3,24,0.281,
3,D,W,3,14,1.934,
4,4,W,5,36,0.327,
4,A,W,5,14,0.92,
3,3,W,4,12,0.0780001,
3,D,W,4,18,0.718,
3,3,W,5,12,0.062,
3,D,W,5,17,0.639,
2,2,W,5,17,0.218,
2,P,W,5,28,5.07,
1,1,H,1,605,16.957,
1,C,H,1,175,19.828,
1,1,H,2,28,3.26,
1,C,H,2,26,3.993,
1,1,H,3,30,4.321,
1,C,H,3,18,4.945,
1,1,H,4,33,0.187,
1,C,H,4,35,1.014,
1,1,H,5,25,1.326,
1,C,H,5,41,2.231,
ALL,NA,NA,NA,NA,32.089,
