Id,Start,Goal,Path Num,Steps,Time,
2,D,W,1,2399,10.873,
4,C,W,1,2399,10.873,
3,P,W,1,2399,10.873,
1,A,W,1,2399,10.873,
5,R,W,1,2399,10.967,
3,3,W,1,132,0.125,
3,P,W,1,4,11.529,
1,1,W,1,137,0.125,
1,A,W,1,44,11.669,
2,2,W,1,127,0.0939999,
2,D,W,1,195,12.028,
4,4,W,1,279,7.519,
4,C,W,1,419,19.937,
5,5,W,1,79,0.187,
5,R,W,1,235,20.077,
4,4,W,2,20,1.529,
4,C,W,2,12,2.121,
2,2,W,2,51,5.429,
2,D,W,2,23,12.777,
5,5,W,2,32,4.883,
5,R,W,2,10,5.476,
3,3,W,2,27,5.881,
3,P,W,2,11,15.288,
3,3,W,3,16,0.437,
3,P,W,3,11,1.248,
3,3,W,4,88,4.088,
3,P,W,4,11,5.85,
4,4,W,3,64,11.341,
4,C,W,3,29,15.273,
2,2,W,3,56,12.292,
2,D,W,3,24,13.041,
4,4,W,4,12,0.905,
4,C,W,4,18,2.059,
5,5,W,3,15,0.936,
5,R,W,3,948,13.977,
2,2,W,4,21,1.154,
2,D,W,4,12,1.872,
2,2,W,5,17,0.531,
2,D,W,5,12,1.217,
4,4,W,5,16,0.515,
4,C,W,5,16,3.276,
3,3,W,5,80,11.481,
3,P,W,5,11,12.168,
1,1,W,2,1490,34.336,
1,A,W,2,16,42.089,
5,5,W,4,114,13.198,
5,R,W,4,20,14.258,
5,5,W,5,42,0.796,
5,R,W,5,12,1.435,
1,1,W,3,37,5.834,
1,A,W,3,15,6.645,
1,1,W,4,18,0.249,
1,A,W,4,16,0.967,
1,1,W,5,69,12.433,
1,A,W,5,15,13.136,
ALL,NA,NA,NA,NA,74.568,
