Id,Start,Goal,Path Num,Steps,Time,
5,5,W,1,147,5.273,
5,A,W,1,42,5.897,
3,3,W,1,133,7.363,
3,D,W,1,26,7.972,
4,4,W,1,187,7.425,
4,R,W,1,38,8.034,
5,5,W,2,15,0.109,
5,A,W,2,19,2.808,
2,2,W,1,247,7.41,
2,P,W,1,142,9.142,
2,2,W,2,17,0.327,
2,P,W,2,33,2.121,
2,2,W,3,27,0.187,
2,P,W,3,11,0.764,
2,2,W,4,53,1.295,
2,P,W,4,11,1.857,
1,1,H,1,183,14.664,
1,C,H,1,27,15.273,
2,2,W,5,45,2.871,
2,P,W,5,17,3.479,
1,1,H,2,24,0.25,
1,C,H,2,31,3.105,
4,4,W,2,243,10.858,
4,R,W,2,20,11.529,
3,3,W,2,160,11.512,
3,D,W,2,14,14.133,
4,4,W,3,32,2.465,
4,R,W,3,10,3.026,
4,4,W,4,43,1.357,
4,R,W,4,10,1.919,
1,1,H,3,11,0.0310001,
1,C,H,3,71,6.271,
4,4,W,5,18,1.216,
4,R,W,5,18,2.901,
1,1,H,4,13,0.062,
1,C,H,4,17,2.808,
1,1,H,5,13,0.063,
1,C,H,5,31,0.983,
5,5,W,3,163,21.278,
5,A,W,3,25,21.949,
3,3,W,3,148,13.977,
3,D,W,3,13,15.569,
3,3,W,4,49,4.587,
3,D,W,4,15,5.18,
5,5,W,4,137,12.808,
5,A,W,4,12,13.385,
3,3,W,5,26,1.513,
3,D,W,5,15,2.074,
5,5,W,5,55,6.864,
5,A,W,5,15,7.457,
ALL,NA,NA,NA,NA,51.574,
