Id,Start,Goal,Path Num,Steps,Time,
2,C,W,1,1199,6.147,
4,P,W,1,1199,6.147,
1,A,W,1,1199,6.147,
3,D,W,1,1199,6.162,
5,R,W,1,1199,6.162,
1,1,W,1,1199,5.896,
5,5,W,1,1199,5.881,
4,4,W,1,1199,5.913,
3,3,W,1,1199,5.913,
2,2,W,1,1199,5.07,
1,1,W,1,1199,2.808,
5,5,W,1,1199,2.855,
3,3,W,1,1199,2.34,
3,3,W,1,46,0.046,
3,3,W,1,6,2.933,
3,3,W,1,17,10.421,
3,D,W,1,3,17.129,
3,D,W,2,18,0.889,
3,D,W,3,7,0.593,
3,3,W,2,11,0.733,
3,D,W,4,7,0.577,
3,3,W,3,7,0.656,
3,3,W,4,7,0.655,
5,5,W,1,111,0.156,
5,5,W,1,65,7.753,
3,D,W,5,7,1.732,
5,5,W,1,13,14.212,
5,R,W,1,7,20.935,
3,3,W,5,2,0.593,
4,4,W,1,1199,2.309,
5,R,W,2,4,3.697,
5,5,W,2,8,0.702,
4,4,W,1,16,0.016,
4,4,W,1,34,4.976,
4,4,W,1,45,19.687,
4,P,W,1,21,26.458,
4,P,W,2,5,1.358,
4,4,W,2,7,1.606,
5,R,W,3,9,5.148,
5,5,W,3,3,0.531,
4,P,W,3,5,2.901,
1,1,W,1,173,0.234,
1,1,W,1,95,19.219,
1,1,W,1,1,25.662,
4,4,W,3,8,1.638,
1,A,W,1,4,32.37,
4,P,W,4,5,2.34,
4,4,W,4,7,0.624,
4,P,W,5,5,0.889,
4,4,W,5,9,0.671,
2,2,W,1,1199,3.495,
1,A,W,2,15,4.477,
1,1,W,2,2,0.593,
2,2,W,1,100,0.156,
2,2,W,1,10,6.24,
2,2,W,1,70,30.405,
2,C,W,1,121,38.251,
1,A,W,3,8,1.529,
1,1,W,3,1,0.593,
2,C,W,2,11,1.965,
1,A,W,4,10,3.619,
1,1,W,4,8,0.78,
2,C,W,3,14,5.757,
2,C,W,4,9,2.465,
2,C,W,5,6,1.903,
5,R,W,4,65,27.893,
5,5,W,4,1,0.624,
1,A,W,5,42,17.02,
1,1,W,5,9,0.92,
2,2,W,2,1199,30.218,
5,R,W,5,47,24.632,
ALL,NA,NA,NA,NA,82.462,
5,5,W,5,4,0.624,
