Id,Start,Goal,Path Num,Steps,Time,
2,P,W,1,521,1.856,
3,D,W,1,669,2.434,
1,C,H,1,784,2.98,
3,D,W,2,41,1.186,
1,C,H,2,39,0.983,
2,P,W,2,39,2.371,
3,D,W,3,27,0.686,
3,D,W,4,34,1.404,
4,A,W,1,1732,6.724,
1,C,H,3,46,2.995,
5,R,W,1,1755,7.082,
4,A,W,2,27,0.764,
2,P,W,3,54,3.416,
3,D,W,5,48,2.059,
5,R,W,2,48,1.155,
5,R,W,3,27,0.437,
5,R,W,4,26,0.592,
4,A,W,3,67,2.481,
5,R,W,5,56,2.169,
1,C,H,4,124,5.975,
4,A,W,4,80,3.167,
1,C,H,5,86,1.997,
2,P,W,4,201,7.395,
2,P,W,5,57,0.951,
4,A,W,5,120,2.776,
ALL,NA,NA,NA,NA,16.193,
