Id,Start,Goal,Path Num,Steps,Time,
4,D,W,1,211,0.702,
3,P,W,1,266,0.827,
4,D,W,2,41,1.747,
3,P,W,2,53,1.966,
5,R,W,1,1579,5.398,
2,A,W,1,1581,5.429,
1,C,H,1,1612,5.46,
2,A,W,2,24,0.484,
5,R,W,2,40,1.248,
3,P,W,3,94,4.072,
4,D,W,3,95,4.462,
3,P,W,4,30,1.685,
2,A,W,3,64,2.496,
1,C,H,2,67,3.323,
3,P,W,5,58,2.168,
4,D,W,4,75,3.884,
2,A,W,4,53,2.559,
5,R,W,3,78,4.851,
2,A,W,5,45,1.809,
1,C,H,3,110,4.336,
5,R,W,4,41,1.981,
1,C,H,4,35,0.64,
5,R,W,5,48,1.139,
1,C,H,5,43,0.936,
4,D,W,5,115,4.165,
ALL,NA,NA,NA,NA,15.054,
